"","achi_1m","sepa_1m","self_1m","impu_1m","atta_1m","mani_1m","perf_1m","subm_1m","orde_1m","pers_1m","anxi_2m","achi_2m","sepa_2m","self_2m","diso_2m","stre_2m","labi_2m","resi_2m","expr_2m","with_2m","shyn_2m","irri_3m","acti_3m","achi_3m","dist_3m","depe_3m","empa_3m","atta_3m","risk_3m","diso_3m","labi_3m","depr_3m","naiv_3m","subm_3m","with_3m","aggr_3m","anxi_4m","para_4m","domi_3m","sepa_4m","self_4m","depe_4m","impu_4m","empa_4m","risk_4m","diso_4m","stre_4m","mani_4m","resi_4m","avoi_4m","flex_4m","rumi_4m","perf_4m","naiv_4m","gran_4m","with_4m","orde_4m","pers_4m","obse_4m","para_5m","acti_5m","achi_5m","narc_5m","self_5m","depe_5m","impu_5m","empa_5m","risk_5m","labi_5m","depr_5m","rumi_5m","gran_5m","aggr_5m","shyn_5m","para_6m","acti_6m","domi_5m","narc_6m","dist_6m","atta_6m","stre_6m","flex_6m","perf_6m","expr_6m","with_6m","orde_6m","dayd_1m","dayd_2m","oddt_2m","fant_1m","fant_3m","sens_2m","oddt_3m","fant_5m","sens_3m","dayd_4m","sens_4m","oddt_6m"
"1070",3,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,1,3,1,3,1,2,1,3,2,1,1,1,2,2,2,4,2,1,2,2,3,3,1,1,2,1,1,3,1,1,4,1,4,1,3,4,2,1,2,1,3,2,2,3,2,1,1,2,2,1,1,3,2,1,1,3,2,1,1,1,1,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1071",3,2,2,1,3,1,1,1,1,1,4,4,1,3,4,4,2,2,1,4,2,1,1,3,2,2,1,3,2,3,2,1,4,2,2,1,3,4,1,1,4,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1,1,3,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,3,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1072",2,1,2,1,2,1,2,1,4,1,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,3,2,2,3,2,4,3,1,1,2,2,2,3,1,1,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1073",2,2,2,2,3,1,2,4,3,2,2,2,2,4,2,3,1,1,2,3,1,2,2,2,3,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,4,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,2,2,1,2,2,2,2,1,1,1,2,2,2,1,3,2,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1074",3,1,1,1,1,2,2,1,3,2,1,1,1,1,1,1,1,1,2,4,1,2,1,3,1,1,1,1,1,2,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,2,4,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075",2,1,1,1,1,1,2,2,3,1,1,2,1,2,2,3,2,1,1,3,2,3,1,2,1,3,2,2,1,2,2,1,2,2,3,2,2,1,1,3,3,3,1,1,1,1,5,2,1,1,2,2,3,1,2,4,2,2,1,1,1,1,2,3,3,2,1,1,2,2,3,2,2,2,1,1,1,1,1,2,4,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1076",3,2,2,4,4,3,2,2,1,3,2,2,2,2,4,3,3,4,2,4,1,3,4,3,3,2,1,3,3,3,3,2,4,3,4,3,2,1,2,2,3,2,3,2,3,4,2,2,3,1,3,2,3,3,2,3,2,3,1,1,3,3,2,2,2,3,1,3,3,2,2,2,3,1,1,4,3,3,3,2,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1077",2,5,3,5,5,3,3,5,1,3,4,2,4,3,5,5,3,3,2,3,1,4,2,2,4,4,2,3,2,4,3,3,3,3,3,2,3,2,5,3,2,2,4,2,3,5,4,2,2,1,4,1,2,2,2,2,2,3,4,2,2,2,2,2,2,3,1,2,2,3,2,2,2,1,2,2,3,3,2,2,4,3,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1078",1,1,1,1,2,1,2,2,3,2,4,2,3,3,3,3,3,3,3,3,1,2,1,1,1,2,1,2,1,2,2,1,1,1,3,1,3,2,2,3,3,3,2,2,3,3,3,3,1,1,3,2,3,1,4,3,2,3,3,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,3,3,3,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1079",3,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080",2,2,2,2,3,1,2,2,2,2,2,3,2,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1081",2,2,2,3,3,4,1,4,2,2,2,2,2,2,4,2,2,3,2,4,1,4,2,2,2,2,2,3,4,3,2,2,4,4,2,2,2,2,3,3,2,3,2,3,2,3,2,3,3,2,2,2,2,4,2,2,2,2,2,3,2,2,3,2,4,4,2,2,2,2,2,2,2,2,2,3,4,3,2,1,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1082",2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1083",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1084",3,1,4,2,4,1,1,2,1,2,4,3,2,5,5,5,3,2,1,2,1,2,1,1,2,3,1,4,3,5,3,3,5,4,5,2,5,3,2,2,5,2,3,1,4,2,4,1,1,1,4,2,3,3,1,3,1,3,2,2,5,2,1,5,4,3,1,3,4,5,5,1,3,3,1,1,1,1,3,2,5,3,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1085",2,1,2,2,1,1,3,3,2,1,3,2,1,3,2,2,2,1,1,4,3,2,1,2,1,2,2,2,2,1,2,2,3,2,2,2,3,2,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,1,3,3,3,2,2,2,2,2,2,2,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1086",4,2,1,3,3,1,2,1,3,1,1,2,1,2,1,3,2,1,3,1,1,1,4,3,2,2,1,2,2,1,1,1,2,1,1,1,3,1,3,1,4,1,1,1,2,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,4,3,3,3,1,3,1,2,1,1,2,3,1,1,1,4,3,3,1,2,2,1,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1087",2,2,2,2,3,1,3,1,1,2,2,3,1,3,5,3,2,2,2,1,1,3,4,3,4,3,1,1,3,5,1,1,3,2,2,4,3,1,4,2,4,4,2,1,3,5,3,2,2,1,2,2,2,3,3,2,2,2,2,1,4,4,4,4,2,3,1,2,1,2,1,3,2,1,1,4,2,5,3,3,3,3,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088",4,2,1,3,1,1,1,2,1,3,1,3,2,1,4,1,3,1,3,1,1,4,4,4,2,1,2,1,2,3,2,1,2,1,2,4,1,1,3,1,1,1,2,2,3,3,3,2,1,1,1,1,3,1,3,1,1,2,1,1,5,3,3,1,1,2,2,2,3,1,1,4,3,1,1,4,3,3,3,2,1,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089",2,1,2,1,2,1,3,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090",1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,1,1,1,1,1,1,1,1,1,2,2,4,1,1,1,2,2,3,2,1,3,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,3,1,4,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1091",3,1,2,3,2,1,2,2,1,1,2,4,1,2,3,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,4,2,3,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,3,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1092",3,4,1,3,3,1,3,1,1,1,1,3,3,1,2,2,3,1,1,3,3,2,1,3,1,1,3,5,3,1,1,3,1,1,3,4,1,1,3,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,3,1,1,3,1,3,4,1,1,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",2,2,1,1,3,1,4,1,1,1,1,3,1,1,1,1,5,1,1,4,1,2,1,1,1,3,1,2,1,1,4,1,1,1,4,2,1,1,3,5,3,2,1,1,2,1,2,4,2,1,1,1,2,1,1,3,3,2,1,1,3,3,2,1,1,1,1,3,4,2,1,1,1,1,1,2,1,2,2,2,1,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094",1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,3,1,1,1,1,1,1,2,1,2,2,1,1,3,3,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,3,2,2,3,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095",2,1,2,3,2,2,3,2,2,3,2,2,1,2,3,3,3,3,2,2,2,2,3,2,2,2,1,1,3,3,2,2,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,2,2,2,3,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",2,4,2,2,3,2,3,2,3,1,1,2,3,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,3,2,3,2,2,2,3,3,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097",2,1,2,2,2,1,2,3,3,2,1,2,1,2,2,2,2,1,1,3,1,2,3,2,1,3,2,3,2,2,2,2,2,2,3,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,3,2,1,1,3,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,3,2,3,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098",2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",2,4,3,2,3,1,2,3,2,2,3,2,3,3,2,3,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100",2,5,2,3,4,1,2,4,2,1,2,1,3,3,4,2,3,1,1,5,1,4,5,3,2,3,1,3,4,2,3,1,5,2,5,1,3,2,1,3,3,4,1,1,4,2,3,1,1,1,1,2,2,4,1,5,2,2,1,1,5,2,1,3,1,2,1,2,3,1,3,1,1,1,1,5,1,1,3,4,3,4,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101",2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,4,1,3,2,2,2,1,2,1,2,2,2,2,2,1,3,3,3,3,3,3,3,2,2,2,1,2,3,2,2,2,2,2,2,1,1,3,2,3,2,2,2,2,1,2,1,2,2,2,3,2,2,1,3,1,1,1,1,1,3,2,3,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102",3,2,4,2,4,2,2,3,2,1,3,3,1,3,3,3,3,1,1,2,1,3,2,2,2,2,1,1,1,1,2,2,3,3,3,2,2,2,2,1,3,2,2,2,2,2,3,2,2,2,3,2,2,3,1,3,3,2,3,2,3,1,1,3,2,2,2,1,3,3,2,1,2,2,2,3,2,2,2,2,3,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103",2,2,2,3,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,2,3,3,1,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",2,1,3,3,2,2,2,3,2,4,2,2,2,3,5,4,2,2,2,3,2,2,4,2,4,3,2,2,3,3,3,2,5,3,2,2,4,3,2,3,3,2,2,2,2,3,3,2,1,2,2,2,2,4,2,3,2,3,2,2,4,2,2,3,3,3,2,3,2,2,2,2,2,2,2,4,2,3,3,2,4,4,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",2,1,1,3,2,1,3,1,2,1,4,2,1,1,3,4,3,1,1,4,3,5,2,2,3,1,2,1,1,1,3,1,1,1,4,4,4,3,2,2,1,1,3,1,1,1,2,1,1,3,3,1,2,1,1,3,2,2,3,1,1,1,1,1,1,3,1,1,2,2,2,3,2,1,1,1,2,1,1,2,3,2,1,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106",1,2,3,2,3,1,2,3,2,2,2,3,2,4,2,4,4,2,2,3,2,2,2,2,2,4,2,3,3,1,3,2,3,3,3,3,3,2,2,2,3,2,2,2,3,2,3,2,1,2,2,3,2,2,2,3,2,2,2,2,2,2,2,4,3,2,1,3,3,3,3,2,3,2,2,3,2,2,2,3,4,2,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",2,4,2,2,3,1,2,1,1,2,2,2,3,2,5,2,2,1,1,5,4,2,2,2,2,2,2,2,2,4,2,2,2,2,4,1,3,2,1,3,2,2,1,2,1,3,3,1,1,4,2,2,2,1,1,4,1,2,2,1,4,4,1,3,2,2,2,2,2,2,3,2,1,3,1,2,2,2,2,5,3,4,2,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",2,3,3,4,4,2,2,3,2,3,3,2,2,4,4,3,4,1,3,4,3,4,4,2,4,3,3,3,2,4,4,3,4,4,3,2,3,3,3,3,2,4,2,3,3,4,3,2,2,2,3,2,2,4,2,4,2,4,3,2,2,2,3,NA,4,4,2,2,4,3,2,3,3,2,2,3,2,2,4,3,3,2,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109",4,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",4,1,1,1,1,1,1,2,2,1,1,3,1,1,1,2,2,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,3,1,3,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112",3,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,1,1,1,1,3,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113",2,1,1,2,2,1,2,1,3,1,1,3,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,3,2,1,1,3,2,1,2,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114",1,1,1,1,2,1,3,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,2,1,1,1,2,1,3,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",4,1,1,1,2,1,2,1,1,1,2,4,1,2,2,2,2,1,2,3,1,3,2,3,1,2,1,1,3,2,2,1,2,1,1,2,2,1,1,2,3,2,1,1,2,2,2,2,1,1,1,1,3,1,1,3,1,2,1,1,1,2,3,3,1,1,1,1,3,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116",2,1,2,1,2,1,3,1,3,1,3,2,1,2,1,3,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,3,2,1,1,3,1,2,1,1,1,1,3,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117",3,1,1,2,2,1,1,1,3,1,1,3,1,1,2,1,1,1,2,1,1,2,3,3,1,1,1,1,3,3,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,3,2,2,2,1,2,2,2,3,3,2,2,1,2,1,3,1,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118",3,1,1,2,2,1,1,2,4,2,1,3,1,2,3,2,3,1,2,2,1,2,2,3,2,2,3,2,3,2,1,2,2,1,2,2,2,1,1,1,2,1,1,3,2,2,2,2,1,1,2,1,3,2,1,3,2,2,1,1,3,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119",3,4,2,3,3,1,2,1,2,1,1,3,4,2,2,2,2,2,2,3,1,1,3,2,1,1,1,2,4,2,2,2,2,1,3,2,2,1,1,1,2,2,1,1,4,2,2,1,1,2,2,1,2,1,1,2,3,1,1,1,4,2,1,3,2,2,1,2,1,1,2,1,1,1,1,4,1,1,1,1,2,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120",2,1,2,3,3,2,3,3,2,2,2,3,2,2,2,2,1,3,1,1,1,2,3,2,3,3,2,1,2,3,2,2,2,2,3,2,1,1,3,2,2,2,3,2,3,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,4,2,3,2,2,3,2,2,2,2,2,2,2,1,1,3,2,3,3,2,2,2,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121",4,3,3,1,3,1,2,4,2,4,3,3,4,3,3,4,3,1,1,4,1,2,1,3,NA,1,1,1,3,1,3,3,1,1,3,1,3,1,2,4,4,1,1,1,1,NA,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",1,1,1,1,1,1,1,5,5,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123",4,2,1,2,2,1,2,1,3,1,1,2,1,1,1,1,2,1,1,3,2,1,1,2,1,2,1,1,1,1,2,1,2,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",3,1,1,2,1,1,1,2,2,2,1,3,1,1,2,2,2,1,1,3,1,2,3,3,1,1,1,1,2,3,2,2,3,1,3,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,3,2,1,3,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,2,2,3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125",3,1,1,1,2,1,2,1,3,1,1,3,1,2,1,3,3,1,1,3,1,2,2,1,2,2,1,2,1,2,2,1,2,2,3,1,2,1,1,1,2,2,1,1,1,1,3,1,1,1,2,2,3,2,1,3,2,2,1,1,2,1,1,3,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,3,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126",2,1,1,1,2,1,3,2,4,2,2,3,2,2,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,2,1,1,1,1,2,1,1,1,2,3,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",2,2,3,2,2,2,3,2,3,2,3,3,1,2,1,3,2,1,1,3,1,2,1,2,3,4,2,2,2,1,2,2,3,3,2,1,2,2,1,3,2,1,3,2,1,1,2,1,2,2,2,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,1,2,2,3,2,2,2,2,2,3,2,1,3,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128",2,2,3,3,2,2,2,3,2,2,2,3,3,3,3,2,2,3,2,4,1,3,2,2,4,3,4,4,4,3,2,2,3,2,2,2,2,2,3,3,3,3,3,4,4,3,3,2,2,1,3,2,2,2,2,3,2,3,2,2,3,2,3,3,3,3,5,4,3,2,2,2,3,2,2,3,2,3,3,3,3,2,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129",2,1,1,2,3,2,3,2,2,2,1,4,1,1,5,2,2,2,2,2,1,2,3,1,2,2,2,2,4,5,2,1,3,1,2,2,1,1,2,1,2,2,2,2,3,5,2,2,2,1,2,1,3,2,2,2,1,1,2,2,5,3,2,2,2,2,2,3,1,1,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",3,2,1,1,2,1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,3,2,3,2,2,1,1,1,2,2,1,1,2,1,1,1,3,2,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131",2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,1,1,2,2,3,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,2,2,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132",2,2,2,2,2,2,3,1,2,2,3,3,1,3,2,4,4,1,2,4,1,3,2,2,2,2,2,2,2,3,4,1,3,2,4,3,4,2,3,3,4,2,2,2,2,2,4,3,2,2,3,2,2,2,2,3,2,2,1,1,2,2,2,3,2,2,2,2,4,3,3,2,3,2,1,2,1,2,2,2,4,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
